"파워링크보고서(2025.06.01.~2025.06.30.),salvatore29:naver"
"광고그룹유형",캠페인,광고그룹,키워드,PC/모바일 매체,노출수,클릭수,"평균클릭비용(VAT포함,원)","총비용(VAT포함,원)",평균노출순위,방문당 평균페이지뷰,방문당 평균체류시간(초),전환수,전환매출액(원)
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산24시동물병원,PC,68,0,0,0,3.2,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산24시동물의료센터,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산2차동물병원,PC,9,1,176,176,1.1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산MRI동물병원,PC,1,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산강아지동물병원,PC,4,0,0,0,10,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산노령견동물병원,PC,1,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산동구동물병원,PC,3,0,0,0,2.3,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산동물MRI,PC,1,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산동물메디컬센터,PC,1,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산동물병원,PC,"1,471",8,"8,899","71,192",3.6,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산동물병원CT,PC,2,1,77,77,3,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산동물병원MRI,PC,4,0,0,0,2.5,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산동물병원중성화,PC,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산동물병원추천,PC,5,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산동물의료센터,PC,7,0,0,0,2.9,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산반려동물등록,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산서구동물병원,PC,76,0,0,0,2.2,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산시티동물병원,PC,127,2,77,154,2,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산안과동물병원,PC,9,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산야간동물병원,PC,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산한방동물병원,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,장항동동물병원,PC,2,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,정발산역동물병원,PC,2,0,0,0,2.5,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,정형외과동물병원,PC,16,0,0,0,1.9,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,주엽24시동물병원,PC,1,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,주엽동물병원,PC,5,0,0,0,3.4,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,파주24시동물병원,PC,49,2,523,"1,045",5.4,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,파주동물병원,PC,140,1,"1,034","1,034",6.8,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,풍동동물병원,PC,44,0,0,0,2.5,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,행신동물병원,PC,1,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,화정24시동물병원,PC,4,0,0,0,3.5,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,화정동동물병원,PC,6,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,화정동물병원,PC,73,0,0,0,3.6,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,-,모바일,6,0,0,0,1.7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,TPLO수술,모바일,2,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지CT비용,모바일,3,0,0,0,5.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지MRI비용,모바일,2,0,0,0,4.5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지PDA,모바일,22,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지PSS,모바일,2,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지각막궤양,모바일,30,0,0,0,3.7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지간종양,모바일,1,0,0,0,6,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지간질,모바일,17,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지건강검진비용,모바일,138,0,0,0,3.9,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지결막염,모바일,5,0,0,0,3.6,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지결석,모바일,93,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지결석사료,모바일,79,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지경련,모바일,85,1,"5,610","5,610",3.7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지고관절수술,모바일,18,1,957,957,3.9,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지고관절탈구,모바일,1,0,0,0,10,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지골절,모바일,2,0,0,0,14,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지관절약,모바일,55,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지관절염수술,모바일,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지교정,모바일,20,0,0,0,2.5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지구충제,모바일,164,0,0,0,3.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지귀염증,모바일,8,0,0,0,9.9,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지기관지협착증,모바일,108,0,0,0,4.7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지기침,모바일,1,0,0,0,6,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지뇌수두증,모바일,1,0,0,0,7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지뇌수막염,모바일,7,0,0,0,3.9,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지눈물냄새,모바일,243,2,"4,433","8,866",1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지다리골절,모바일,10,0,0,0,3.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지다리운동,모바일,6,0,0,0,2.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지다리절뚝,모바일,3,0,0,0,5.7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지다리절음,모바일,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지다이어트,모바일,194,0,0,0,2.6,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지담낭수술,모바일,10,0,0,0,2.5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지당뇨,모바일,3,0,0,0,4.7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지대퇴골수술,모바일,11,0,0,0,3.2,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지뒷다리,모바일,6,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지뒷다리절뚝,모바일,25,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지뒷다리힘,모바일,6,0,0,0,1.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지디스크,모바일,1,0,0,0,15,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지디스크병원,모바일,13,0,0,0,4.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지디스크보호대,모바일,74,1,319,319,3.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지디스크재활,모바일,5,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지디스크증상,모바일,5,0,0,0,5.4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지디스크침치료,모바일,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지레볼루션,모바일,30,0,0,0,2.1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지마사지,모바일,59,0,0,0,1.1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지목디스크,모바일,2,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지무릎보호대,모바일,15,0,0,0,1.9,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지물리치료,모바일,2,0,0,0,6.5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지미스트,모바일,276,0,0,0,2.5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지발작,모바일,56,0,0,0,3.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지방광결석,모바일,27,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지백내장안약,모바일,133,0,0,0,1.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지백신,모바일,9,0,0,0,3.9,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지병원,모바일,1,0,0,0,14,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지보조기,모바일,57,0,0,0,3.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지보조기구,모바일,2,0,0,0,2.5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지빈혈,모바일,87,0,0,0,3.7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지뼈건강,모바일,2,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지성대수술,모바일,3,0,0,0,11.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지성대수술비용,모바일,7,0,0,0,4.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지수중재활,모바일,2,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지수컷중성화비용,모바일,2,0,0,0,2.5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지스케일링,모바일,1,0,0,0,12,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지스케일링비용,모바일,10,0,0,0,4.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지슬개골보조기,모바일,10,0,0,0,1.7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지슬개골보험,모바일,22,0,0,0,2.7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지슬개골보호대,모바일,9,0,0,0,6.4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지슬개골수술,모바일,1,0,0,0,10,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지슬개골탈구,모바일,9,0,0,0,2.9,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지슬개골탈구마사지,모바일,2,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지슬개골탈구보조기,모바일,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지슬개골탈구수술,모바일,1,0,0,0,13,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지슬개골탈구예방,모바일,7,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지슬개골탈구증상,모바일,306,1,"8,129","8,129",1.4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지습진,모바일,95,0,0,0,1.7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지심부전,모바일,3,0,0,0,6,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지심장병수술,모바일,1,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지심장비대증,모바일,43,1,"3,168","3,168",3.5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지심장사상충,모바일,3,0,0,0,9,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지심장사상충약,모바일,910,1,759,759,3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지심장전문병원,모바일,1,0,0,0,8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지십자인대수술,모바일,1,0,0,0,13,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지쓸개골,모바일,90,0,0,0,2.6,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지아로마테라피,모바일,13,0,0,0,1.5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지안과,모바일,1,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지안과병원,모바일,6,0,0,0,7.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지안과전문,모바일,6,0,0,0,10.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지안약,모바일,210,0,0,0,2.9,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지알러지검사,모바일,24,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지암컷중성화,모바일,31,0,0,0,1.5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지어깨탈구,모바일,11,0,0,0,1.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지연고,모바일,162,1,"2,288","2,288",1.2,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지연골,모바일,6,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지연어오일,모바일,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지예방접종,모바일,167,0,0,0,3.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지예방접종가격,모바일,28,1,"1,001","1,001",3.7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지예방접종비용,모바일,1,0,0,0,6,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지운동,모바일,22,0,0,0,1.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지유선종양수술,모바일,2,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지유전자검사,모바일,26,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지의족,모바일,8,0,0,0,4.4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지인대파열,모바일,10,0,0,0,2.7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지자궁축농증,모바일,36,0,0,0,4.1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지자궁축농증수술,모바일,72,1,"5,709","5,709",1.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지재활,모바일,2,0,0,0,8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지재활병원,모바일,3,0,0,0,3.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지재활센터,모바일,6,1,737,737,4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지재활운동,모바일,5,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지재활치료,모바일,3,0,0,0,3.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지종합백신,모바일,16,0,0,0,3.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지중성화,모바일,3,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지중성화비용,모바일,49,0,0,0,4.1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지중성화수술,모바일,48,0,0,0,4.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지중성화수술비용,모바일,13,0,0,0,4.5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지지방종,모바일,383,1,"6,666","6,666",1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지진드기,모바일,419,1,"2,926","2,926",4.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지질병,모바일,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지짐볼,모바일,95,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지척수연화증,모바일,10,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지척수염,모바일,4,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지척추골절,모바일,1,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지척추보조기,모바일,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지척추보호대,모바일,2,0,0,0,3.5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지척추종양,모바일,3,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지초록홍합,모바일,4,0,0,0,3.5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지췌장염,모바일,131,0,0,0,3.9,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지치석제거,모바일,26,0,0,0,4.7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지치석제거비용,모바일,2,0,0,0,6,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지침치료,모바일,20,0,0,0,3.9,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지코건조,모바일,264,1,"1,353","1,353",2.4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지쿠싱증후군,모바일,58,0,0,0,4.1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지탈구,모바일,18,0,0,0,1.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지토할때,모바일,41,0,0,0,2.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지폐수종,모바일,186,0,0,0,3.4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지피부과,모바일,18,1,528,528,6.7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지피부병,모바일,8,0,0,0,8.4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지피부병약,모바일,58,1,"1,991","1,991",3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지피부병연고,모바일,110,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지피부병종류,모바일,111,2,"1,705","3,410",1.7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지피부약,모바일,36,0,0,0,2.7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지피부연고,모바일,127,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지하트가드,모바일,25,0,0,0,3.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지한방병원,모바일,51,1,"1,892","1,892",3.1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지한방치료,모바일,1,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지한약,모바일,22,0,0,0,2.9,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지한의원,모바일,38,1,209,209,2.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지허리디스크,모바일,21,0,0,0,3.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지허리보호대,모바일,38,2,"1,441","2,882",1.9,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지혈액투석,모바일,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지혹,모바일,86,0,0,0,2.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지후지마비,모바일,1,0,0,0,6,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,강아지휠체어,모바일,4,0,0,0,4.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,개성대수술,모바일,13,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,대형견스케일링,모바일,3,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,대형견중성화,모바일,3,0,0,0,3.7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,말티즈슬개골탈구,모바일,12,0,0,0,1.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,반려견관절약,모바일,2,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,소형견슬개골,모바일,4,0,0,0,1.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,슬개골,모바일,996,0,0,0,3.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,슬개골동물병원,모바일,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,슬개골보조기,모바일,3,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,슬개골보호대,모바일,905,8,"2,485","19,877",1.1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,슬개골수술,모바일,4,0,0,0,4.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,슬개골연골연화증,모바일,384,1,"5,896","5,896",2.9,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,슬개골전문병원,모바일,4,0,0,0,4.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,슬개골탈구병원,모바일,1,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,슬개골탈구보호대,모바일,24,0,0,0,1.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,슬개골탈구수술,모바일,8,0,0,0,6.1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,슬개골탈구수술비용,모바일,67,1,"5,357","5,357",3.5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,슬개골탈구예방,모바일,5,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,슬개골탈구전문병원,모바일,6,1,"3,014","3,014",1.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,심장사상충치료,모바일,19,0,0,0,3.1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,암컷강아지중성화수술,모바일,5,0,0,0,2.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,암컷강아지중성화수술비용,모바일,7,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,애견관절약,모바일,10,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,애견병원,모바일,28,0,0,0,3.9,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,애견보호대,모바일,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,애견성대수술,모바일,2,0,0,0,3.5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,애견슬개골,모바일,1,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,애견예방접종,모바일,11,0,0,0,1.4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,애견종합병원,모바일,6,0,0,0,1.3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,애견중성화수술비용,모바일,5,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,애견치석제거,모바일,5,0,0,0,4.6,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,애견한방병원,모바일,4,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,애견휠체어,모바일,2,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,애완견백내장,모바일,3,0,0,0,3.7,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,자궁축농증,모바일,161,0,0,0,2.6,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,전염성복막염,모바일,1,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,중성화,모바일,16,0,0,0,3.9,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,중성화센터,모바일,4,0,0,0,2.8,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,중성화수술,모바일,4,0,0,0,11.5,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,척추보조기,모바일,51,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,포메라니안관절,모바일,5,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_강아지키워드,하트가드,모바일,442,0,0,0,2.1,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_고양이키워드,-,모바일,16,2,77,154,2.4,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_고양이키워드,고양이CT,모바일,1,0,0,0,6,0,0,0,0
"파워링크",플레이스_파워링크MO,일반_고양이키워드,고양이MRI,모바일,1,0,0,0,9,0,0,0,0
